BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS
3.445432561192662,4.569297742053467,0.0,4.569297742053467,0.0,0.166667,0.0,0.083333,0.0,0.0,1.2599210498948732,5.865547403269483
14.73991253744496,0.0,0.0,0.0,18.607790973434295,0.0,0.0,0.0,0.6299605249474366,1.5874010519681994,0.0,16.009151791640047
13.563303722337473,9.178217211781288,9.178217211781288,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.289428485106664,8.536483285680411
11.85632020439121,11.444598050604975,11.444598050604975,0.0,5.903914064710921,0.083333,0.4367896499803964,0.0,0.4367896499803964,1.0,1.0,0.0
9.351196945148278,2.5198420997897464,2.5198420997897464,0.0,0.0,0.083333,0.4367896499803964,0.0,0.0,0.0,1.0,8.78647527735658
12.186504720441905,11.006277408703172,0.0,11.006277408703172,0.0,0.666667,0.0,0.583333,0.0,0.0,2.0,11.187043291697966
8.560176458280484,19.21185790942901,18.568898190046426,8.829634937646986,0.0,1.0,1.0,1.0,0.0,0.0,4.0,18.52207185730237
12.217454061861144,7.583945797116573,0.0,7.583945797116573,0.0,1.0,0.0,1.0,0.0,0.0,2.289428485106664,8.789627422220327
10.049509387533297,9.515174271977424,8.713134693958521,5.848035476425731,0.0,0.333333,0.4367896499803964,0.25,0.0,0.0,1.7099759466766968,8.82920123749905
5.339446689947655,10.86219261203633,10.86219261203633,0.0,0.0,0.166667,0.5503215750296653,0.0,0.0,0.0,1.4422495703074083,10.521559905813604
10.89465534625758,9.72631110851152,0.0,9.72631110851152,0.0,1.0,0.0,1.0,0.0,0.0,2.289428485106664,10.270298090037878
8.576222149270267,11.427215166435706,11.427215166435706,0.0,0.0,0.25,0.6299605249474366,0.0,0.0,0.0,1.81712059283214,8.902732935904243
11.490044616770176,14.763689292547118,13.5725042809126,8.95350507200343,0.0,1.0,0.6299605249474366,0.916667,0.0,0.0,2.9624960684073702,8.47287170650547
9.731851821355656,12.88243106381826,7.488634637690196,11.976737340604211,0.0,0.75,0.5503215750296653,0.75,0.0,0.0,2.9624960684073702,11.83070485338474
14.048763177642618,0.0,0.0,0.0,7.02583237562933,0.0,0.0,0.0,0.4367896499803964,1.0,0.0,9.304972767388286
19.025094478692623,11.7245109156287,0.0,11.7245109156287,13.202913473441804,0.5,0.0,0.5,0.5503215750296653,1.5874010519681994,2.2239800905693152,12.58541875228203
12.748774669377308,0.0,0.0,0.0,14.06816199304262,0.0,0.0,0.0,0.6299605249474366,1.4422495703074083,0.0,7.318453108086333
3.450724177602369,8.036293432685742,0.0,8.036293432685742,0.0,0.416667,0.0,0.333333,0.0,0.0,2.0,6.337930756680119
12.576221695285415,7.959956145646963,5.4958646600950125,6.968223314106541,0.0,0.666667,0.4367896499803964,0.583333,0.0,0.0,2.080083823051904,11.983396883545684
15.29486340308016,7.359703044099456,0.0,7.359703044099456,0.0,1.0,0.0,1.0,0.0,0.0,2.289428485106664,10.176790957054134
12.634149166702878,5.611286760141723,0.0,5.611286760141723,0.0,0.666667,0.0,0.666667,0.0,0.0,2.0,6.064748753045233
18.53684531040833,18.5275460108672,18.079932583871624,7.662583416918619,6.118284696279809,1.0,0.9714128982888988,1.0,0.6933610432301329,1.81712059283214,4.514357435474001,12.760832114165003
5.096039986312459,9.344275714912769,0.0,9.344275714912769,0.0,1.0,0.0,1.0,0.0,0.0,2.571281590658235,13.31316456708693
15.605114716966316,16.19596251565261,15.116952438606065,9.259095023259722,19.97865692008227,1.0,0.4367896499803964,0.916667,0.6933610432301329,2.3513346877207573,2.3513346877207573,21.16353337060645
17.510003770382824,0.0,0.0,0.0,9.27911396846222,0.0,0.0,0.0,0.7137656175815771,1.5874010519681994,0.0,11.247098397690706
5.537285821792585,7.36560615715289,0.0,7.36560615715289,0.0,1.0,0.0,1.0,0.0,0.0,2.289428485106664,5.993568497314368
11.73484931844065,4.672328728355259,4.672328728355259,0.0,6.255966441107104,0.166667,0.5503215750296653,0.0,0.6299605249474366,1.7099759466766968,1.2599210498948732,9.619645983920856
5.009247114299258,6.155913408036109,0.0,6.155913408036109,0.0,1.0,0.0,1.0,0.0,0.0,2.289428485106664,5.922842740437357
19.267557487390015,7.287675457470412,5.892050963220242,5.672235970191407,13.0767555067011,0.666667,0.5503215750296653,0.416667,0.9410359034095412,2.5198420997897464,2.0,11.699599048767432
2.8047322187633514,4.641588833612778,0.0,4.641588833612778,0.0,0.416667,0.0,0.416667,0.0,0.0,1.7099759466766968,5.437504949482436
22.980588511473325,14.483151258023629,10.04380780735939,12.65109428269001,14.710882929317425,1.0,0.5503215750296653,1.0,0.7937005259840998,2.154434690031884,4.0,16.173022583545595
10.514035120846126,11.045841750097525,7.368062997280773,9.822570496111029,5.60212244165067,1.0,0.4367896499803964,1.0,0.5503215750296653,1.2599210498948732,3.5568933044900626,8.644577884310964
18.882771328739025,6.874991735527255,6.874991735527255,0.0,10.595600859373434,0.083333,0.4367896499803964,0.0,0.5503215750296653,1.4422495703074083,1.4422495703074083,11.98172885195582
5.008790576097242,8.603306822781931,8.603306822781931,0.0,0.0,0.916667,0.9714128982888988,0.0,0.0,0.0,2.2239800905693152,7.509319945536583
15.207633538783314,8.179683992550705,0.0,8.179683992550705,0.0,1.0,0.0,1.0,0.0,0.0,2.4101422641752297,20.59512235272321
11.831798702174712,0.0,0.0,0.0,4.630179123448053,0.0,0.0,0.0,0.4367896499803964,1.0,0.0,7.057353285413859
19.510690557903605,0.0,0.0,0.0,20.702825075928644,0.0,0.0,0.0,0.8992887384562825,2.2239800905693152,0.0,11.784009752304312
15.93657288964507,13.352392880930369,11.79793605575395,9.038436438276918,11.929355533560551,0.75,0.7937005259840998,0.75,0.6933610432301329,1.912931182772389,3.4482172403827303,11.739512394774945
18.439214318674896,5.886765316883336,5.886765316883336,0.0,14.302433057895955,0.083333,0.4367896499803964,0.0,0.6933610432301329,2.289428485106664,1.2599210498948732,10.735022693489228
11.217707506836954,9.875933789814946,9.875933789814946,0.0,18.344875658327304,0.083333,0.4367896499803964,0.0,0.6933610432301329,1.81712059283214,1.81712059283214,27.17629288851184
8.721722306954574,0.0,0.0,0.0,14.632653402243358,0.0,0.0,0.0,0.6299605249474366,1.4422495703074083,0.0,14.529164969150058
9.224359523006555,11.51438653176601,9.2298807905608,9.0462231016969,12.98305406794152,0.583333,0.7469009902663519,0.333333,0.6299605249474366,2.2239800905693152,3.0,10.807418502755471
16.011334154059455,5.885033405834021,5.885033405834021,0.0,0.0,0.083333,0.4367896499803964,0.0,0.0,0.0,1.0,9.54009013784128
11.081332085475236,0.0,0.0,0.0,11.400110527809062,0.0,0.0,0.0,0.4367896499803964,1.0,0.0,7.232302308444451
17.452601636714206,11.511494493320258,7.773877106818871,10.18212941612009,0.0,1.0,0.6933610432301329,1.0,0.0,0.0,2.7144176165949063,11.267128478652596
13.08876469221902,7.588579337781814,4.594700892207039,6.979532046908886,5.694410155554431,0.333333,0.4367896499803964,0.333333,0.5503215750296653,1.2599210498948732,1.7099759466766968,0.0
7.79942549461357,4.787641820793611,0.0,4.787641820793611,10.045326084207868,0.375,0.0,0.25,0.5,1.0,1.4422495703074083,5.6042166901894745
15.754200592190571,0.0,0.0,0.0,12.558918019176634,0.0,0.0,0.0,0.7937005259840998,1.912931182772389,0.0,0.0
6.125746050454265,13.37115649307762,11.19468816992925,9.958729912292878,0.0,1.0,0.8735806103330187,1.0,0.0,0.0,4.431047621693634,13.651165324261443
9.523707484388089,7.9764934981958335,7.9764934981958335,0.0,8.858261658594392,0.166667,0.5503215750296653,0.0,0.4367896499803964,1.2599210498948732,1.4422495703074083,8.377084419467938
17.02111776657324,9.659968936855275,8.644897700399888,6.344225639148963,20.432774924722104,0.625,0.7211247851537042,0.25,0.9564655913861946,3.332221851645953,2.080083823051904,20.093972224511067
10.256334977398062,14.59329460022045,13.04861481752442,9.6049670476579,0.0,0.666667,0.835549496675085,0.5,0.0,0.0,2.6207413942088964,11.186432177973389
11.611841601171946,0.0,0.0,0.0,6.849573809774374,0.0,0.0,0.0,0.6299605249474366,1.4422495703074083,0.0,8.844340936160904
7.74550085581761,12.555423231376924,12.555423231376924,0.0,12.559747041354248,0.666667,0.8735806103330187,0.0,0.4807496965191304,1.0,2.2239800905693152,14.596741535285002
1.8814931739385308,6.767899452107007,0.0,6.767899452107007,0.0,0.666667,0.0,0.666667,0.0,0.0,2.0,7.471099223135941
